SetFilter	SetFilter	RangeFilter	RangeFilter	RangeFilter	SetFilter	SetFilter	SetFilter	SetFilter	SetFilter	RangeFilter	Unit	Value	Value	Value	Value	Value	Value	Value	Value
ObsName	ObsGroup	X[m]	Y[m]	Z[m]	ConductivityZone	Layer	GageType	GageMeasurement	Species	Time[day]	Unit	Calc.	Obs.	Residual	TargetResidual	NormalizedCalc.	NormalizedObs.	NormalizedResidual	NormalizedTargetResidual
2813/A	IrrigationSaltObs	455558.0569	4340589.914	-4.969889	1	3	None	Concentration	Chloride	730	mg/L	14.9999372384847	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2829/A	IrrigationSaltObs	456042.1679	4342626.053	-4.991369	1	3	None	Concentration	Chloride	730	mg/L	15.1802465658914	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2830/A	IrrigationSaltObs	457120.7151	4341854.651	-5.523475	1	3	None	Concentration	Chloride	730	mg/L	15.0005387946007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2831/A	IrrigationSaltObs	456637.4536	4340467.155	-4.928412	1	3	None	Concentration	Chloride	730	mg/L	21.7154675106882	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2832/A	IrrigationSaltObs	456921.556	4340617.369	-5.009344	1	3	None	Concentration	Chloride	730	mg/L	24.6604514952791	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2833/A	IrrigationSaltObs	457665.2221	4339933.735	-2.520397	1	3	None	Concentration	Chloride	730	mg/L	14.9999996875583	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2834/A	IrrigationSaltObs	458862.0123	4339571.179	-3.583901	1	3	None	Concentration	Chloride	730	mg/L	14.9999996647239	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2835/A	IrrigationSaltObs	460160.5618	4339164.991	-5.399377	1	3	None	Concentration	Chloride	730	mg/L	15.5493954868063	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2836/A	IrrigationSaltObs	460320.4462	4338548.569	-4.842866	1	3	None	Concentration	Chloride	730	mg/L	15.0113988952157	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2908/A	IrrigationSaltObs	454679.151	4342585.904	-5.715103	1	3	None	Concentration	Chloride	730	mg/L	322.338724034562	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2909/A	IrrigationSaltObs	454716.5805	4341988.357	-4.875322	1	2	None	Concentration	Chloride	730	mg/L	16.8759463534156	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2910/A	IrrigationSaltObs	455874.5702	4341079.125	-4.974936	1	3	None	Concentration	Chloride	730	mg/L	15.0023122960081	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2911/A	IrrigationSaltObs	454193.8344	4341476.824	-4.504099	1	3	None	Concentration	Chloride	730	mg/L	14.9941591099326	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2912/A	IrrigationSaltObs	453831.764	4341274.286	-4.007875	1	3	None	Concentration	Chloride	730	mg/L	14.982721865764	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2915/A	IrrigationSaltObs	453105.5524	4340969.183	-2.936796	1	3	None	Concentration	Chloride	730	mg/L	14.88360946301	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2926/A	IrrigationSaltObs	452884.5497	4340684.665	-2.109071	1	3	None	Concentration	Chloride	730	mg/L	14.7505185022107	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2930/A	IrrigationSaltObs	459025.7858	4338866.46	-3.630916	1	3	None	Concentration	Chloride	730	mg/L	15.001641032137	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2931/A	IrrigationSaltObs	460679.0957	4337218.504	-3.088068	1	3	None	Concentration	Chloride	730	mg/L	14.9999996647239	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2932/A	IrrigationSaltObs	458200.9648	4336308.432	-3.386235	1	3	None	Concentration	Chloride	730	mg/L	14.9999996647239	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2940/A	IrrigationSaltObs	461331.9013	4333510.749	-5.802387	1	3	None	Concentration	Chloride	730	mg/L	19.5900802571898	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2941/A	IrrigationSaltObs	461214.8705	4332639.127	-4.257684	1	3	None	Concentration	Chloride	730	mg/L	15.0030642606703	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2942/A	IrrigationSaltObs	461211.1636	4333120.362	-5.059697	1	3	None	Concentration	Chloride	730	mg/L	15.0826649272024	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2943/A	IrrigationSaltObs	462420.3851	4331960.788	-4.701215	1	3	None	Concentration	Chloride	730	mg/L	30.3751177273895	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2944/A	IrrigationSaltObs	460918.7232	4332732.719	-4.875654	1	3	None	Concentration	Chloride	730	mg/L	15.0000344884084	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2952/A	IrrigationSaltObs	462095.332	4331334.69	-3.962609	1	3	None	Concentration	Chloride	730	mg/L	15.0257534538751	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2953/A	IrrigationSaltObs	462850.6762	4331690.153	-5.572544	1	2	None	Concentration	Chloride	730	mg/L	164.916201104598	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2963/A	IrrigationSaltObs	463439.2537	4328810.655	-5.957284	1	3	None	Concentration	Chloride	730	mg/L	313.952571282172	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
59727/A	DoverSaltObs	458465.5	4337384	-4.135	1	3	None	Concentration	Chloride	730	mg/L	15.0005591565457	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85020/A	DoverSaltObs	458505	4338401	-3.91	1	3	None	Concentration	Chloride	730	mg/L	15.0188420137065	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85021/A	DoverSaltObs	458605	4338200	-3.975	1	3	None	Concentration	Chloride	730	mg/L	16.1024933644154	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85022/A	DoverSaltObs	459018	4337221	-4.19	1	3	None	Concentration	Chloride	730	mg/L	15.0021621579978	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85023/A	DoverSaltObs	459268	4336556	-4.32	1	3	None	Concentration	Chloride	730	mg/L	14.9999996647239	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85025/A	DoverSaltObs	457943.5	4338965	-4.05	1	3	None	Concentration	Chloride	730	mg/L	14.9999996647239	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie31-07/A	DGS_WiCCED_ObsWells	457650	4339591	0.58	1	2	None	Flow	Head	730	m	4.31121496925059	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie32-02/A	DGS_WiCCED_ObsWells	458418	4340071	1.8	1	1	None	Flow	Head	730	m	3.63812296451715	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie32-07/A	DGS_WiCCED_ObsWells	459474	4339415	-4.57	1	2	None	Flow	Head	730	m	2.47655203880271	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-07/A	DGS_WiCCED_ObsWells	460044	4337681	-4.3	1	3	None	Flow	Head	730	m	3.26311294985508	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-09/A	DGS_WiCCED_ObsWells	460848	4338543	-11.66	1	4	None	Flow	Head	730	m	1.89339272962582	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-14/A	DGS_WiCCED_ObsWells	460846	4338547	-0.71	1	1	None	Flow	Head	730	m	1.8858541743814	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-03/A	DGS_WiCCED_ObsWells	461172	4338218	-7.52	1	3	None	Flow	Head	730	m	2.05856853288257	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-07/A	DGS_WiCCED_ObsWells	461629	4337534	-0.29	1	1	None	Flow	Head	730	m	2.54887034482234	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-11/A	DGS_WiCCED_ObsWells	461247	4338390	-6.78	1	3	None	Flow	Head	730	m	1.70991672936453	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-12/A	DGS_WiCCED_ObsWells	461387	4339011	-12.74	1	4	None	Flow	Head	730	m	0.800034513740796	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-13/A	DGS_WiCCED_ObsWells	461580	4338881	-1.15	2	1	None	Flow	Head	730	m	0.99607003045726	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-14/A	DGS_WiCCED_ObsWells	461592	4338906	-0.93	2	1	None	Flow	Head	730	m	0.959741710857269	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie53-15/A	DGS_WiCCED_ObsWells	460856	4336690	-3.47	1	3	None	Flow	Head	730	m	3.6665127836636	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie53-16/A	DGS_WiCCED_ObsWells	460064	4335673	-6.96	1	4	None	Flow	Head	730	m	3.55695507390255	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie55-03/A	DGS_WiCCED_ObsWells	462607	4336235	-3.74	1	2	None	Flow	Head	730	m	1.74828080628866	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2718/A	IrrigationSaltObs	461412.2428	4327578.222	-5.369485	1	3	None	Concentration	Chloride	1095	mg/L	28.7767110810046	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2719/A	IrrigationSaltObs	462777.4982	4326960.429	-6.092845	1	3	None	Concentration	Chloride	1095	mg/L	17.2723815209787	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2720/A	IrrigationSaltObs	462389.9725	4328358.525	-4.709344	1	3	None	Concentration	Chloride	1095	mg/L	15.0110350647044	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2721/A	IrrigationSaltObs	462567.0397	4327690.122	-5.116992	1	3	None	Concentration	Chloride	1095	mg/L	15.0788146017043	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2722/A	IrrigationSaltObs	463348.9185	4328267.991	-5.621007	1	3	None	Concentration	Chloride	1095	mg/L	16.2980487106551	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2723/A	IrrigationSaltObs	462003.266	4327315.258	-5.791851	1	3	None	Concentration	Chloride	1095	mg/L	55.0920824940125	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2724/A	IrrigationSaltObs	462670.5613	4328726.014	-4.997297	1	2	None	Concentration	Chloride	1095	mg/L	15.2562978988838	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2725/A	IrrigationSaltObs	461912.3593	4330249.241	-3.777174	1	3	None	Concentration	Chloride	1095	mg/L	15.0033747940965	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2726/A	IrrigationSaltObs	461195.1208	4328784.171	-3.565586	1	3	None	Concentration	Chloride	1095	mg/L	15.0671211197077	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2727/A	IrrigationSaltObs	462750.0918	4329808.284	-4.95057	1	3	None	Concentration	Chloride	1095	mg/L	55.5578370444959	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2728/A	IrrigationSaltObs	460871.5955	4332166.449	-4.24318	1	3	None	Concentration	Chloride	1095	mg/L	15.0001679409351	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2729/A	IrrigationSaltObs	458563.9337	4334593.304	-2.202337	1	3	None	Concentration	Chloride	1095	mg/L	14.9999996647239	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2730/A	IrrigationSaltObs	461994.9319	4330880.609	-3.845695	1	3	None	Concentration	Chloride	1095	mg/L	15.0533440386496	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2731/A	IrrigationSaltObs	457780.7617	4334765.595	-3.166773	1	3	None	Concentration	Chloride	1095	mg/L	14.9999996647239	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2732/A	IrrigationSaltObs	460936.6531	4334875.669	-6.312921	1	3	None	Concentration	Chloride	1095	mg/L	98.6476032561767	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2733/A	IrrigationSaltObs	460063.9103	4334432.631	-4.3968	1	2	None	Concentration	Chloride	1095	mg/L	15.0580571490365	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2734/A	IrrigationSaltObs	460316.5256	4336395.516	-3.347397	1	3	None	Concentration	Chloride	1095	mg/L	14.9999996647239	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2735/A	IrrigationSaltObs	459355.4548	4334391.883	-2.600706	1	2	None	Concentration	Chloride	1095	mg/L	14.9999996647239	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2736/A	IrrigationSaltObs	456096.6765	4340828.816	-5.329345	1	3	None	Concentration	Chloride	1095	mg/L	15.9040226669183	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2739/A	IrrigationSaltObs	459201.9391	4337923.092	-3.647995	1	3	None	Concentration	Chloride	1095	mg/L	40.9538974911375	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2741/A	IrrigationSaltObs	455323.0735	4342945.421	-5.603173	1	3	None	Concentration	Chloride	1095	mg/L	15.004307854126	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2753/A	IrrigationSaltObs	456822.2385	4341470.586	-5.408768	1	3	None	Concentration	Chloride	1095	mg/L	15.0325796673916	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2754/A	IrrigationSaltObs	456481.3873	4340994.578	-5.335289	1	2	None	Concentration	Chloride	1095	mg/L	119.700854908559	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2756/A	IrrigationSaltObs	457117.4575	4340123.048	-3.46957	1	3	None	Concentration	Chloride	1095	mg/L	15.0028754183721	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2757/A	IrrigationSaltObs	459861.1556	4338952.498	-4.962679	1	3	None	Concentration	Chloride	1095	mg/L	15.0026550902286	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2758/A	IrrigationSaltObs	459622.064	4339842.868	-4.234622	1	2	None	Concentration	Chloride	1095	mg/L	15.0015067588941	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2759/A	IrrigationSaltObs	460640.4226	4339273.945	-5.886083	1	2	None	Concentration	Chloride	1095	mg/L	371.366354937664	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2761/A	IrrigationSaltObs	461790.9104	4338160.1	-5.805945	1	3	None	Concentration	Chloride	1095	mg/L	215.012866372028	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2762/A	IrrigationSaltObs	461252.7615	4338389.832	-5.546266	1	3	None	Concentration	Chloride	1095	mg/L	18.939223333646	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2799/A	IrrigationSaltObs	461453.5943	4327966.843	-4.132318	1	3	None	Concentration	Chloride	1095	mg/L	15.4112981587593	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2800/A	IrrigationSaltObs	462215.393	4327836.282	-4.782386	1	3	None	Concentration	Chloride	1095	mg/L	15.2372132136809	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2801/A	IrrigationSaltObs	461944.4383	4327896.807	-4.580469	1	3	None	Concentration	Chloride	1095	mg/L	15.2636788206119	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2802/A	IrrigationSaltObs	462951.4224	4328592.888	-5.274344	1	3	None	Concentration	Chloride	1095	mg/L	16.8105490127048	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2803/A	IrrigationSaltObs	462656.3017	4330977.702	-5.14265	1	2	None	Concentration	Chloride	1095	mg/L	30.4734257386866	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2804/A	IrrigationSaltObs	463244.2566	4331072.577	-6.511713	1	3	None	Concentration	Chloride	1095	mg/L	113.311904022386	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2805/A	IrrigationSaltObs	463071.7797	4331455.663	-5.996724	1	3	None	Concentration	Chloride	1095	mg/L	115.939505214343	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2806/A	IrrigationSaltObs	462619.0904	4331433.266	-4.842101	1	3	None	Concentration	Chloride	1095	mg/L	19.8937658068775	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2807/A	IrrigationSaltObs	458867.3429	4333675.066	-2.227407	1	3	None	Concentration	Chloride	1095	mg/L	14.9999996647239	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2808/A	IrrigationSaltObs	460909.2767	4335705.763	-4.913079	1	3	None	Concentration	Chloride	1095	mg/L	15.0090490734363	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2810/A	IrrigationSaltObs	458166.3758	4335507.286	-3.498417	1	3	None	Concentration	Chloride	1095	mg/L	14.9999996647239	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2811/A	IrrigationSaltObs	459770.9228	4337221.377	-3.260187	1	3	None	Concentration	Chloride	1095	mg/L	15.001687742421	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2812/A	IrrigationSaltObs	456459.49	4339918.444	-4.402609	1	3	None	Concentration	Chloride	1095	mg/L	15.0153978167317	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2813/A	IrrigationSaltObs	455558.0569	4340589.914	-4.969889	1	3	None	Concentration	Chloride	1095	mg/L	14.9998766038515	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2829/A	IrrigationSaltObs	456042.1679	4342626.053	-4.991369	1	3	None	Concentration	Chloride	1095	mg/L	15.2165995843107	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2830/A	IrrigationSaltObs	457120.7151	4341854.651	-5.523475	1	3	None	Concentration	Chloride	1095	mg/L	15.0007128479522	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2831/A	IrrigationSaltObs	456637.4536	4340467.155	-4.928412	1	3	None	Concentration	Chloride	1095	mg/L	31.3424347898079	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2832/A	IrrigationSaltObs	456921.556	4340617.369	-5.009344	1	3	None	Concentration	Chloride	1095	mg/L	54.5931061576481	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2833/A	IrrigationSaltObs	457665.2221	4339933.735	-2.520397	1	3	None	Concentration	Chloride	1095	mg/L	15.0000008589836	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2834/A	IrrigationSaltObs	458862.0123	4339571.179	-3.583901	1	3	None	Concentration	Chloride	1095	mg/L	14.9999996647239	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2835/A	IrrigationSaltObs	460160.5618	4339164.991	-5.399377	1	3	None	Concentration	Chloride	1095	mg/L	16.2182468396779	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2836/A	IrrigationSaltObs	460320.4462	4338548.569	-4.842866	1	3	None	Concentration	Chloride	1095	mg/L	15.0625542815865	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2908/A	IrrigationSaltObs	454679.151	4342585.904	-5.715103	1	3	None	Concentration	Chloride	1095	mg/L	507.638575773566	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2909/A	IrrigationSaltObs	454716.5805	4341988.357	-4.875322	1	2	None	Concentration	Chloride	1095	mg/L	19.8854758041281	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2910/A	IrrigationSaltObs	455874.5702	4341079.125	-4.974936	1	3	None	Concentration	Chloride	1095	mg/L	15.0138297991783	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2911/A	IrrigationSaltObs	454193.8344	4341476.824	-4.504099	1	3	None	Concentration	Chloride	1095	mg/L	14.9943039906534	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2912/A	IrrigationSaltObs	453831.764	4341274.286	-4.007875	1	3	None	Concentration	Chloride	1095	mg/L	14.9824660365371	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2915/A	IrrigationSaltObs	453105.5524	4340969.183	-2.936796	1	3	None	Concentration	Chloride	1095	mg/L	14.8831731807911	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2926/A	IrrigationSaltObs	452884.5497	4340684.665	-2.109071	1	3	None	Concentration	Chloride	1095	mg/L	14.7480209336394	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2930/A	IrrigationSaltObs	459025.7858	4338866.46	-3.630916	1	3	None	Concentration	Chloride	1095	mg/L	15.0288695130212	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2931/A	IrrigationSaltObs	460679.0957	4337218.504	-3.088068	1	3	None	Concentration	Chloride	1095	mg/L	15.0000000114822	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2932/A	IrrigationSaltObs	458200.9648	4336308.432	-3.386235	1	3	None	Concentration	Chloride	1095	mg/L	14.9999996647239	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2940/A	IrrigationSaltObs	461331.9013	4333510.749	-5.802387	1	3	None	Concentration	Chloride	1095	mg/L	19.816549734126	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2941/A	IrrigationSaltObs	461214.8705	4332639.127	-4.257684	1	3	None	Concentration	Chloride	1095	mg/L	15.00449108493	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2942/A	IrrigationSaltObs	461211.1636	4333120.362	-5.059697	1	3	None	Concentration	Chloride	1095	mg/L	15.1021117255945	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2943/A	IrrigationSaltObs	462420.3851	4331960.788	-4.701215	1	3	None	Concentration	Chloride	1095	mg/L	30.4217335453188	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2944/A	IrrigationSaltObs	460918.7232	4332732.719	-4.875654	1	3	None	Concentration	Chloride	1095	mg/L	15.000055620855	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2952/A	IrrigationSaltObs	462095.332	4331334.69	-3.962609	1	3	None	Concentration	Chloride	1095	mg/L	15.0281710305615	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2953/A	IrrigationSaltObs	462850.6762	4331690.153	-5.572544	1	2	None	Concentration	Chloride	1095	mg/L	164.417409543516	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
2963/A	IrrigationSaltObs	463439.2537	4328810.655	-5.957284	1	3	None	Concentration	Chloride	1095	mg/L	312.018899959572	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
59727/A	DoverSaltObs	458465.5	4337384	-4.135	1	3	None	Concentration	Chloride	1095	mg/L	15.0024515765449	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85020/A	DoverSaltObs	458505	4338401	-3.91	1	3	None	Concentration	Chloride	1095	mg/L	15.0747831172646	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85021/A	DoverSaltObs	458605	4338200	-3.975	1	3	None	Concentration	Chloride	1095	mg/L	16.9832498965184	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85022/A	DoverSaltObs	459018	4337221	-4.19	1	3	None	Concentration	Chloride	1095	mg/L	15.0096427964305	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85023/A	DoverSaltObs	459268	4336556	-4.32	1	3	None	Concentration	Chloride	1095	mg/L	14.9999996647239	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85025/A	DoverSaltObs	457943.5	4338965	-4.05	1	3	None	Concentration	Chloride	1095	mg/L	14.9999996647239	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie31-07/A	DGS_WiCCED_ObsWells	457650	4339591	0.58	1	2	None	Flow	Head	1095	m	4.27270139123544	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie32-02/A	DGS_WiCCED_ObsWells	458418	4340071	1.8	1	1	None	Flow	Head	1095	m	3.62455137908565	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie32-07/A	DGS_WiCCED_ObsWells	459474	4339415	-4.57	1	2	None	Flow	Head	1095	m	2.43692885308121	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-07/A	DGS_WiCCED_ObsWells	460044	4337681	-4.3	1	3	None	Flow	Head	1095	m	2.98019095213556	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-09/A	DGS_WiCCED_ObsWells	460848	4338543	-11.66	1	4	None	Flow	Head	1095	m	1.78159173555983	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie43-14/A	DGS_WiCCED_ObsWells	460846	4338547	-0.71	1	1	None	Flow	Head	1095	m	1.77351602553431	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-03/A	DGS_WiCCED_ObsWells	461172	4338218	-7.52	1	3	None	Flow	Head	1095	m	1.8987432209217	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-07/A	DGS_WiCCED_ObsWells	461629	4337534	-0.29	1	1	None	Flow	Head	1095	m	2.42432220321637	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-11/A	DGS_WiCCED_ObsWells	461247	4338390	-6.78	1	3	None	Flow	Head	1095	m	1.53857859068188	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-12/A	DGS_WiCCED_ObsWells	461387	4339011	-12.74	1	4	None	Flow	Head	1095	m	0.719153336601419	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-13/A	DGS_WiCCED_ObsWells	461580	4338881	-1.15	2	1	None	Flow	Head	1095	m	0.904777285999432	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie44-14/A	DGS_WiCCED_ObsWells	461592	4338906	-0.93	2	1	None	Flow	Head	1095	m	0.87616797730715	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie53-15/A	DGS_WiCCED_ObsWells	460856	4336690	-3.47	1	3	None	Flow	Head	1095	m	3.63429414321867	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie53-16/A	DGS_WiCCED_ObsWells	460064	4335673	-6.96	1	4	None	Flow	Head	1095	m	3.52807857002632	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Ie55-03/A	DGS_WiCCED_ObsWells	462607	4336235	-3.74	1	2	None	Flow	Head	1095	m	1.75189021615271	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
